Pinyin	Bopomofo	IPA	Wade-Giles	GR	Simp.GR	MPS2	Tongyong	Yale
guò	ㄍㄨㄛˋ	kwo˥˩	kuo⁴	guoh	guoh	guò	guò	gwò
guo	˙ㄍㄨㄛ	kwo	kuo⁵	.guo	'guo	guo	guo̊	gwo
hā	ㄏㄚ	xa˥	ha¹	ha	ha	hā	ha	hā
há	ㄏㄚˊ	xa˧˥	ha²	har	har	há	há	há
hǎ	ㄏㄚˇ	xa˨˩˦	ha³	haa	haa	hǎ	hǎ	hǎ
hà	ㄏㄚˋ	xa˥˩	ha⁴	hah	hah	hà	hà	hà
ha	˙ㄏㄚ	xa	ha⁵	.ha	'ha	ha	hå	ha
hāi	ㄏㄞ	xaɪ˥	hai¹	hai	hai	hāi	hai	hāi
hái	ㄏㄞˊ	xaɪ˧˥	hai²	hair	hair	hái	hái	hái
hǎi	ㄏㄞˇ	xaɪ˨˩˦	hai³	hae	haii	hǎi	hǎi	hǎi
hài	ㄏㄞˋ	xaɪ˥˩	hai⁴	hay	haih	hài	hài	hài
hai	˙ㄏㄞ	xaɪ	hai⁵	.hai	'hai	hai	håi	hai
hān	ㄏㄢ	xan˥	han¹	han	han	hān	han	hān
hán	ㄏㄢˊ	xan˧˥	han²	harn	harn	hán	hán	hán
hǎn	ㄏㄢˇ	xan˨˩˦	han³	haan	haan	hǎn	hǎn	hǎn
hàn	ㄏㄢˋ	xan˥˩	han⁴	hann	hahn	hàn	hàn	hàn
han	˙ㄏㄢ	xan	han⁵	.han	'han	han	hån	han
hāng	ㄏㄤ	xɑŋ˥	hang¹	hang	hang	hāng	hang	hāng
háng	ㄏㄤˊ	xɑŋ˧˥	hang²	harng	harng	háng	háng	háng
hǎng	ㄏㄤˇ	xɑŋ˨˩˦	hang³	haang	haang	hǎng	hǎng	hǎng
hàng	ㄏㄤˋ	xɑŋ˥˩	hang⁴	hanq	hahng	hàng	hàng	hàng
hang	˙ㄏㄤ	xɑŋ	hang⁵	.hang	'hang	hang	hång	hang
hāo	ㄏㄠ	xɑʊ˥	hao¹	hau	hau	hāu	hao	hāu
háo	ㄏㄠˊ	xɑʊ˧˥	hao²	haur	haur	háu	háo	háu
hǎo	ㄏㄠˇ	xɑʊ˨˩˦	hao³	hao	haau	hǎu	hǎo	hǎu
hào	ㄏㄠˋ	xɑʊ˥˩	hao⁴	haw	hauh	hàu	hào	hàu
hao	˙ㄏㄠ	xɑʊ	hao⁵	.hau	'hau	hau	håo	hau
hē	ㄏㄜ	xɤ˥	ho¹	he	he	hē	he	hē
hé	ㄏㄜˊ	xɤ˧˥	ho²	her	her	hé	hé	hé
hě	ㄏㄜˇ	xɤ˨˩˦	ho³	hee	hee	hě	hě	hě
hè	ㄏㄜˋ	xɤ˥˩	ho⁴	heh	heh	hè	hè	hè
he	˙ㄏㄜ	xɤ	ho⁵	.he	'he	he	he̊	he
hēi	ㄏㄟ	xeɪ˥	hei¹	hei	hei	hēi	hei	hēi
héi	ㄏㄟˊ	xeɪ˧˥	hei²	heir	heir	héi	héi	héi
hěi	ㄏㄟˇ	xeɪ˨˩˦	hei³	heei	heii	hěi	hěi	hěi
hèi	ㄏㄟˋ	xeɪ˥˩	hei⁴	hey	heih	hèi	hèi	hèi
hei	˙ㄏㄟ	xeɪ	hei⁵	.hei	'hei	hei	he̊i	hei
hēn	ㄏㄣ	xən˥	hen¹	hen	hen	hēn	hen	hēn
hén	ㄏㄣˊ	xən˧˥	hen²	hern	hern	hén	hén	hén
hěn	ㄏㄣˇ	xən˨˩˦	hen³	heen	heen	hěn	hěn	hěn
hèn	ㄏㄣˋ	xən˥˩	hen⁴	henn	hehn	hèn	hèn	hèn
hen	˙ㄏㄣ	xən	hen⁵	.hen	'hen	hen	he̊n	hen
hēng	ㄏㄥ	xɤŋ˥	heng¹	heng	heng	hēng	heng	hēng
héng	ㄏㄥˊ	xɤŋ˧˥	heng²	herng	herng	héng	héng	héng
hěng	ㄏㄥˇ	xɤŋ˨˩˦	heng³	heeng	heeng	hěng	hěng	hěng
hèng	ㄏㄥˋ	xɤŋ˥˩	heng⁴	henq	hehng	hèng	hèng	hèng
heng	˙ㄏㄥ	xɤŋ	heng⁵	.heng	'heng	heng	he̊ng	heng
hm̄	ㄏㄇ	xm̩˥	hm¹	hng	hm	hm	heng	hēng
hḿ	ㄏㄇˊ	xm̩˧˥	hm²	hrng	hm	hm	héng	héng
hm̌	ㄏㄇˇ	xm̩˨˩˦	hm³	heng	hm	hm	hěng	hěng
hm̀	ㄏㄇˋ	xm̩˥˩	hm⁴	hnq	hm	hm	hèng	hèng
hm	˙ㄏㄇ	xm̩	hm⁵	.hng	'hm	hm	he̊ng	heng
hn̄g	ㄏㄋㄍ	xŋ̍˥	hng¹	hng	hng	hng	heng	hēng
hńg	ㄏㄋㄍˊ	xŋ̍˧˥	hng²	hrng	hng	hng	héng	héng
hňg	ㄏㄋㄍˇ	xŋ̍˨˩˦	hng³	heng	hng	hng	hěng	hěng
hǹg	ㄏㄋㄍˋ	xŋ̍˥˩	hng⁴	hnq	hng	hng	hèng	hèng
hng	˙ㄏㄋㄍ	xŋ̍	hng⁵	.hng	'hng	hng	he̊ng	heng
hōng	ㄏㄨㄥ	xʊŋ˥	hung¹	hong	hung	hūng	hong	hūng
hóng	ㄏㄨㄥˊ	xʊŋ˧˥	hung²	horng	hurng	húng	hóng	húng
hǒng	ㄏㄨㄥˇ	xʊŋ˨˩˦	hung³	hoong	huung	hǔng	hǒng	hǔng
hòng	ㄏㄨㄥˋ	xʊŋ˥˩	hung⁴	honq	huhng	hùng	hòng	hùng
hong	˙ㄏㄨㄥ	xʊŋ	hung⁵	.hong	'hong	hung	ho̊ng	hung
hōu	ㄏㄡ	xoʊ˥	hou¹	hou	hou	hōu	hou	hōu
hóu	ㄏㄡˊ	xoʊ˧˥	hou²	hour	hour	hóu	hóu	hóu
hǒu	ㄏㄡˇ	xoʊ˨˩˦	hou³	hoou	hoou	hǒu	hǒu	hǒu
hòu	ㄏㄡˋ	xoʊ˥˩	hou⁴	how	houh	hòu	hòu	hòu
hou	˙ㄏㄡ	xoʊ	hou⁵	.hou	'hou	hou	ho̊u	hou
hū	ㄏㄨ	xu˥	hu¹	hu	hu	hū	hu	hū
hú	ㄏㄨˊ	xu˧˥	hu²	hwu	hur	hú	hú	hú
hǔ	ㄏㄨˇ	xu˨˩˦	hu³	huu	huu	hǔ	hǔ	hǔ
hù	ㄏㄨˋ	xu˥˩	hu⁴	huh	huh	hù	hù	hù
hu	˙ㄏㄨ	xu	hu⁵	.hu	'hu	hu	hů	hu
huā	ㄏㄨㄚ	xwa˥	hua¹	hua	hua	huā	hua	hwā
huá	ㄏㄨㄚˊ	xwa˧˥	hua²	hwa	huar	huá	huá	hwá
huǎ	ㄏㄨㄚˇ	xwa˨˩˦	hua³	hoa	huaa	huǎ	huǎ	hwǎ
huà	ㄏㄨㄚˋ	xwa˥˩	hua⁴	huah	huah	huà	huà	hwà
hua	˙ㄏㄨㄚ	xwa	hua⁵	.hua	'hua	hua	huå	hwa
huāi	ㄏㄨㄞ	xwaɪ˥	huai¹	huai	huai	huāi	huai	hwāi
huái	ㄏㄨㄞˊ	xwaɪ˧˥	huai²	hwai	huair	huái	huái	hwái
huǎi	ㄏㄨㄞˇ	xwaɪ˨˩˦	huai³	hoai	huaii	huǎi	huǎi	hwǎi
huài	ㄏㄨㄞˋ	xwaɪ˥˩	huai⁴	huay	huaih	huài	huài	hwài
huai	˙ㄏㄨㄞ	xwaɪ	huai⁵	.huai	'huai	huai	huåi	hwai
huān	ㄏㄨㄢ	xwan˥	huan¹	huan	huan	huān	huan	hwān
huán	ㄏㄨㄢˊ	xwan˧˥	huan²	hwan	huarn	huán	huán	hwán
huǎn	ㄏㄨㄢˇ	xwan˨˩˦	huan³	hoan	huaan	huǎn	huǎn	hwǎn
huàn	ㄏㄨㄢˋ	xwan˥˩	huan⁴	huann	huahn	huàn	huàn	hwàn
huan	˙ㄏㄨㄢ	xwan	huan⁵	.huan	'huan	huan	huån	hwan
huāng	ㄏㄨㄤ	xwɑŋ˥	huang¹	huang	huang	huāng	huang	hwāng
huáng	ㄏㄨㄤˊ	xwɑŋ˧˥	huang²	hwang	huarng	huáng	huáng	hwáng
huǎng	ㄏㄨㄤˇ	xwɑŋ˨˩˦	huang³	hoang	huaang	huǎng	huǎng	hwǎng
huàng	ㄏㄨㄤˋ	xwɑŋ˥˩	huang⁴	huanq	huahng	huàng	huàng	hwàng
huang	˙ㄏㄨㄤ	xwɑŋ	huang⁵	.huang	'huang	huang	huång	hwang
huī	ㄏㄨㄟ	xweɪ˥	hui¹	huei	hui	huēi	huei	hwēi
huí	ㄏㄨㄟˊ	xweɪ˧˥	hui²	hwei	huir	huéi	huéi	hwéi
huǐ	ㄏㄨㄟˇ	xweɪ˨˩˦	hui³	hoei	huii	huěi	huěi	hwěi
huì	ㄏㄨㄟˋ	xweɪ˥˩	hui⁴	huey	huih	huèi	huèi	hwèi
hui	˙ㄏㄨㄟ	xweɪ	hui⁵	.huei	'hui	huei	hue̊i	hwei
hūn	ㄏㄨㄣ	xwən˥	hun¹	huen	hun	huēn	hun	hwēn
hún	ㄏㄨㄣˊ	xwən˧˥	hun²	hwen	hurn	huén	hún	hwén
hǔn	ㄏㄨㄣˇ	xwən˨˩˦	hun³	hoen	huun	huěn	hǔn	hwěn
hùn	ㄏㄨㄣˋ	xwən˥˩	hun⁴	huenn	huhn	huèn	hùn	hwèn
hun	˙ㄏㄨㄣ	xwən	hun⁵	.huen	'hun	huen	hůn	hwen
huō	ㄏㄨㄛ	xwo˥	huo¹	huo	huo	huō	huo	hwō
huó	ㄏㄨㄛˊ	xwo˧˥	huo²	hwo	huor	huó	huó	hwó
huǒ	ㄏㄨㄛˇ	xwo˨˩˦	huo³	huoo	huoo	huǒ	huǒ	hwǒ
huò	ㄏㄨㄛˋ	xwo˥˩	huo⁴	huoh	huoh	huò	huò	hwò
huo	˙ㄏㄨㄛ	xwo	huo⁵	.huo	'huo	huo	huo̊	hwo
jī	ㄐㄧ	t͡ɕi˥	chi¹	ji	ji	jī	ji	jī
jí	ㄐㄧˊ	t͡ɕi˧˥	chi²	jyi	jir	jí	jí	jí
jǐ	ㄐㄧˇ	t͡ɕi˨˩˦	chi³	jii	jii	jǐ	jǐ	jǐ
jì	ㄐㄧˋ	t͡ɕi˥˩	chi⁴	jih	jih	jì	jì	jì
ji	˙ㄐㄧ	t͡ɕi	chi⁵	.ji	'ji	ji	ji̊	ji
jiā	ㄐㄧㄚ	t͡ɕja˥	chia¹	jia	jia	jiā	jia	jyā
jiá	ㄐㄧㄚˊ	t͡ɕja˧˥	chia²	jya	jiar	jiá	jiá	jyá
jiǎ	ㄐㄧㄚˇ	t͡ɕja˨˩˦	chia³	jea	jiaa	jiǎ	jiǎ	jyǎ
jià	ㄐㄧㄚˋ	t͡ɕja˥˩	chia⁴	jiah	jiah	jià	jià	jyà
jia	˙ㄐㄧㄚ	t͡ɕja	chia⁵	.jia	'jia	jia	jiå	jya
jiān	ㄐㄧㄢ	t͡ɕjɛn˥	chien¹	jian	jian	jiān	jian	jyān
jián	ㄐㄧㄢˊ	t͡ɕjɛn˧˥	chien²	jyan	jiarn	jián	jián	jyán
jiǎn	ㄐㄧㄢˇ	t͡ɕjɛn˨˩˦	chien³	jean	jiaan	jiǎn	jiǎn	jyǎn
jiàn	ㄐㄧㄢˋ	t͡ɕjɛn˥˩	chien⁴	jiann	jiahn	jiàn	jiàn	jyàn
jian	˙ㄐㄧㄢ	t͡ɕjɛn	chien⁵	.jian	'jian	jian	jiån	jyan
jiāng	ㄐㄧㄤ	t͡ɕjɑŋ˥	chiang¹	jiang	jiang	jiāng	jiang	jyāng
jiáng	ㄐㄧㄤˊ	t͡ɕjɑŋ˧˥	chiang²	jyang	jiarng	jiáng	jiáng	jyáng
jiǎng	ㄐㄧㄤˇ	t͡ɕjɑŋ˨˩˦	chiang³	jeang	jiaang	jiǎng	jiǎng	jyǎng
jiàng	ㄐㄧㄤˋ	t͡ɕjɑŋ˥˩	chiang⁴	jianq	jiahng	jiàng	jiàng	jyàng
jiang	˙ㄐㄧㄤ	t͡ɕjɑŋ	chiang⁵	.jiang	'jiang	jiang	jiång	jyang
jiāo	ㄐㄧㄠ	t͡ɕjɑʊ˥	chiao¹	jiau	jiau	jiāu	jiao	jyāu
jiáo	ㄐㄧㄠˊ	t͡ɕjɑʊ˧˥	chiao²	jyau	jiaur	jiáu	jiáo	jyáu
jiǎo	ㄐㄧㄠˇ	t͡ɕjɑʊ˨˩˦	chiao³	jeau	jiaau	jiǎu	jiǎo	jyǎu
jiào	ㄐㄧㄠˋ	t͡ɕjɑʊ˥˩	chiao⁴	jiaw	jiauh	jiàu	jiào	jyàu
jiao	˙ㄐㄧㄠ	t͡ɕjɑʊ	chiao⁵	.jiau	'jiau	jiau	jiåo	jyau
jiē	ㄐㄧㄝ	t͡ɕjɛ˥	chieh¹	jie	jie	jiē	jie	jyē
jié	ㄐㄧㄝˊ	t͡ɕjɛ˧˥	chieh²	jye	jier	jié	jié	jyé
jiě	ㄐㄧㄝˇ	t͡ɕjɛ˨˩˦	chieh³	jiee	jiee	jiě	jiě	jyě
jiè	ㄐㄧㄝˋ	t͡ɕjɛ˥˩	chieh⁴	jieh	jieh	jiè	jiè	jyè
jie	˙ㄐㄧㄝ	t͡ɕjɛ	chieh⁵	.jie	'jie	jie	jie̊	jye
jīn	ㄐㄧㄣ	t͡ɕin˥	chin¹	jin	jin	jīn	jin	jīn
jín	ㄐㄧㄣˊ	t͡ɕin˧˥	chin²	jyn	jirn	jín	jín	jín
jǐn	ㄐㄧㄣˇ	t͡ɕin˨˩˦	chin³	jiin	jiin	jǐn	jǐn	jǐn
jìn	ㄐㄧㄣˋ	t͡ɕin˥˩	chin⁴	jinn	jihn	jìn	jìn	jìn
jin	˙ㄐㄧㄣ	t͡ɕin	chin⁵	.jin	'jin	jin	ji̊n	jin
jīng	ㄐㄧㄥ	t͡ɕiŋ˥	ching¹	jing	jing	jīng	jing	jīng
jíng	ㄐㄧㄥˊ	t͡ɕiŋ˧˥	ching²	jyng	jirng	jíng	jíng	jíng
jǐng	ㄐㄧㄥˇ	t͡ɕiŋ˨˩˦	ching³	jiing	jiing	jǐng	jǐng	jǐng
jìng	ㄐㄧㄥˋ	t͡ɕiŋ˥˩	ching⁴	jinq	jihng	jìng	jìng	jìng
jing	˙ㄐㄧㄥ	t͡ɕiŋ	ching⁵	.jing	'jing	jing	ji̊ng	jing
jiōng	ㄐㄩㄥ	t͡ɕjʊŋ˥	chiung¹	jiong	jyung	jiūng	jyong	jyūng
jióng	ㄐㄩㄥˊ	t͡ɕjʊŋ˧˥	chiung²	jyong	jyurng	jiúng	jyóng	jyúng
jiǒng	ㄐㄩㄥˇ	t͡ɕjʊŋ˨˩˦	chiung³	jeong	jyuung	jiǔng	jyǒng	jyǔng
jiòng	ㄐㄩㄥˋ	t͡ɕjʊŋ˥˩	chiung⁴	jionq	jyuhng	jiùng	jyiòng	jyùng
jiong	˙ㄐㄩㄥ	t͡ɕjʊŋ	chiung⁵	.jiong	'jiong	jiung	jyo̊ng	jyung
jiū	ㄐㄧㄡ	t͡ɕjoʊ˥	chiu¹	jiou	jiu	jiōu	jiou	jyōu
jiú	ㄐㄧㄡˊ	t͡ɕjoʊ˧˥	chiu²	jyou	jiur	jióu	jióu	jyóu
jiǔ	ㄐㄧㄡˇ	t͡ɕjoʊ˨˩˦	chiu³	jeou	jiuu	jiǒu	jiǒu	jyǒu
jiù	ㄐㄧㄡˋ	t͡ɕjoʊ˥˩	chiu⁴	jiow	jiuh	jiòu	jiòu	jyòu
jiu	˙ㄐㄧㄡ	t͡ɕjoʊ	chiu⁵	.jiou	'jiu	jiou	jio̊u	jyou
jū	ㄐㄩ	t͡ɕy˥	chü¹	jiu	ju	jiū	jyu	jyū
jú	ㄐㄩˊ	t͡ɕy˧˥	chü²	jyu	jur	jiú	jyú	jyú
jǔ	ㄐㄩˇ	t͡ɕy˨˩˦	chü³	jeu	juu	jiǔ	jyǔ	jyǔ
jù	ㄐㄩˋ	t͡ɕy˥˩	chü⁴	jiuh	juh	jiù	jyù	jyù
ju	˙ㄐㄩ	t͡ɕy	chü⁵	.jiu	'ju	jiu	jyů	jyu
juān	ㄐㄩㄢ	t͡ɕɥæn˥	chüan¹	jiuan	juan	jiuān	jyuan	jywān
juán	ㄐㄩㄢˊ	t͡ɕɥæn˧˥	chüan²	jyuan	juarn	jiuán	jyuán	jywán
juǎn	ㄐㄩㄢˇ	t͡ɕɥæn˨˩˦	chüan³	jeuan	juaan	jiuǎn	jyuǎn	jywǎn
juàn	ㄐㄩㄢˋ	t͡ɕɥæn˥˩	chüan⁴	jiuann	juahn	jiuàn	jyuàn	jywàn
juan	˙ㄐㄩㄢ	t͡ɕɥæn	chüan⁵	.jiuan	'juan	jiuan	jyuån	jywan
juē	ㄐㄩㄝ	t͡ɕɥɛ˥	chüeh¹	jiue	jue	jiuē	jyue	jywē
jué	ㄐㄩㄝˊ	t͡ɕɥɛ˧˥	chüeh²	jyue	juer	jiué	jyué	jywé
juě	ㄐㄩㄝˇ	t͡ɕɥɛ˨˩˦	chüeh³	jeue	juee	jiuě	jyuě	jywě
juè	ㄐㄩㄝˋ	t͡ɕɥɛ˥˩	chüeh⁴	jiueh	jueh	jiuè	jyuè	jywè
jue	˙ㄐㄩㄝ	t͡ɕɥɛ	chüeh⁵	.jiue	'jue	jiue	jyue̊	jywe
jūn	ㄐㄩㄣ	t͡ɕyn˥	chün¹	jiun	jun	jiūn	jyun	jyūn
jún	ㄐㄩㄣˊ	t͡ɕyn˧˥	chün²	jyun	jurn	jiún	jyún	jyún
jǔn	ㄐㄩㄣˇ	t͡ɕyn˨˩˦	chün³	jeun	juun	jiǔn	jyǔn	jyǔn
jùn	ㄐㄩㄣˋ	t͡ɕyn˥˩	chün⁴	jiunn	juhn	jiùn	jyùn	jyùn
jun	˙ㄐㄩㄣ	t͡ɕyn	chün⁵	.jiun	'jun	jiun	jyůn	jyun
kā	ㄎㄚ	kʰa˥	k'a¹	ka	ka	kā	ka	kā
ká	ㄎㄚˊ	kʰa˧˥	k'a²	kar	kar	ká	ká	ká
kǎ	ㄎㄚˇ	kʰa˨˩˦	k'a³	kaa	kaa	kǎ	kǎ	kǎ
kà	ㄎㄚˋ	kʰa˥˩	k'a⁴	kah	kah	kà	kà	kà
ka	˙ㄎㄚ	kʰa	k'a⁵	.ka	'ka	ka	kå	ka
kāi	ㄎㄞ	kʰaɪ˥	k'ai¹	kai	kai	kāi	kai	kāi
kái	ㄎㄞˊ	kʰaɪ˧˥	k'ai²	kair	kair	kái	kái	kái
kǎi	ㄎㄞˇ	kʰaɪ˨˩˦	k'ai³	kae	kaii	kǎi	kǎi	kǎi
kài	ㄎㄞˋ	kʰaɪ˥˩	k'ai⁴	kay	kaih	kài	kài	kài
kai	˙ㄎㄞ	kʰaɪ	k'ai⁵	.kai	'kai	kai	kåi	kai
kān	ㄎㄢ	kʰan˥	k'an¹	kan	kan	kān	kan	kān
kán	ㄎㄢˊ	kʰan˧˥	k'an²	karn	karn	kán	kán	kán
kǎn	ㄎㄢˇ	kʰan˨˩˦	k'an³	kaan	kaan	kǎn	kǎn	kǎn
kàn	ㄎㄢˋ	kʰan˥˩	k'an⁴	kann	kahn	kàn	kàn	kàn
kan	˙ㄎㄢ	kʰan	k'an⁵	.kan	'kan	kan	kån	kan
kāng	ㄎㄤ	kʰɑŋ˥	k'ang¹	kang	kang	kāng	kang	kāng
káng	ㄎㄤˊ	kʰɑŋ˧˥	k'ang²	karng	karng	káng	káng	káng
kǎng	ㄎㄤˇ	kʰɑŋ˨˩˦	k'ang³	kaang	kaang	kǎng	kǎng	kǎng
kàng	ㄎㄤˋ	kʰɑŋ˥˩	k'ang⁴	kanq	kahng	kàng	kàng	kàng
kang	˙ㄎㄤ	kʰɑŋ	k'ang⁵	.kang	'kang	kang	kång	kang
kāo	ㄎㄠ	kʰɑʊ˥	k'ao¹	kau	kau	kāu	kao	kāu
káo	ㄎㄠˊ	kʰɑʊ˧˥	k'ao²	kaur	kaur	káu	káo	káu
kǎo	ㄎㄠˇ	kʰɑʊ˨˩˦	k'ao³	kao	kaau	kǎu	kǎo	kǎu
kào	ㄎㄠˋ	kʰɑʊ˥˩	k'ao⁴	kaw	kauh	kàu	kào	kàu
kao	˙ㄎㄠ	kʰɑʊ	k'ao⁵	.kau	'kau	kau	kåo	kau
kē	ㄎㄜ	kʰɤ˥	k'o¹	ke	ke	kē	ke	kē
ké	ㄎㄜˊ	kʰɤ˧˥	k'o²	ker	ker	ké	ké	ké
kě	ㄎㄜˇ	kʰɤ˨˩˦	k'o³	kee	kee	kě	kě	kě
kè	ㄎㄜˋ	kʰɤ˥˩	k'o⁴	keh	keh	kè	kè	kè
ke	˙ㄎㄜ	kʰɤ	k'o⁵	.ke	'ke	ke	ke̊	ke
kēn	ㄎㄣ	kʰən˥	k'en¹	ken	ken	kēn	ken	kēn
kén	ㄎㄣˊ	kʰən˧˥	k'en²	kern	kern	kén	kén	kén
kěn	ㄎㄣˇ	kʰən˨˩˦	k'en³	keen	keen	kěn	kěn	kěn
kèn	ㄎㄣˋ	kʰən˥˩	k'en⁴	kenn	kehn	kèn	kèn	kèn
ken	˙ㄎㄣ	kʰən	k'en⁵	.ken	'ken	ken	ke̊n	ken
kēng	ㄎㄥ	kʰɤŋ˥	k'eng¹	keng	keng	kēng	keng	kēng
kéng	ㄎㄥˊ	kʰɤŋ˧˥	k'eng²	kerng	kerng	kéng	kéng	kéng
kěng	ㄎㄥˇ	kʰɤŋ˨˩˦	k'eng³	keeng	keeng	kěng	kěng	kěng
kèng	ㄎㄥˋ	kʰɤŋ˥˩	k'eng⁴	kenq	kehng	kèng	kèng	kèng
keng	˙ㄎㄥ	kʰɤŋ	k'eng⁵	.keng	'keng	keng	ke̊ng	keng
kōng	ㄎㄨㄥ	kʰʊŋ˥	k'ung¹	kong	kung	kūng	kong	kūng
kóng	ㄎㄨㄥˊ	kʰʊŋ˧˥	k'ung²	korng	kurng	kúng	kóng	kúng
kǒng	ㄎㄨㄥˇ	kʰʊŋ˨˩˦	k'ung³	koong	kuung	kǔng	kǒng	kǔng
kòng	ㄎㄨㄥˋ	kʰʊŋ˥˩	k'ung⁴	konq	kuhng	kùng	kòng	kùng
kong	˙ㄎㄨㄥ	kʰʊŋ	k'ung⁵	.kong	'kong	kung	ko̊ng	kung
kōu	ㄎㄡ	kʰoʊ˥	k'ou¹	kou	kou	kōu	kou	kōu
kóu	ㄎㄡˊ	kʰoʊ˧˥	k'ou²	kour	kour	kóu	kóu	kóu
kǒu	ㄎㄡˇ	kʰoʊ˨˩˦	k'ou³	koou	koou	kǒu	kǒu	kǒu
kòu	ㄎㄡˋ	kʰoʊ˥˩	k'ou⁴	kow	kouh	kòu	kòu	kòu
kou	˙ㄎㄡ	kʰoʊ	k'ou⁵	.kou	'kou	kou	ko̊u	kou
kū	ㄎㄨ	kʰu˥	k'u¹	ku	ku	kū	ku	kū
kú	ㄎㄨˊ	kʰu˧˥	k'u²	kwu	kur	kú	kú	kú
kǔ	ㄎㄨˇ	kʰu˨˩˦	k'u³	kuu	kuu	kǔ	kǔ	kǔ
kù	ㄎㄨˋ	kʰu˥˩	k'u⁴	kuh	kuh	kù	kù	kù
ku	˙ㄎㄨ	kʰu	k'u⁵	.ku	'ku	ku	ků	ku
kuā	ㄎㄨㄚ	kʰwa˥	k'ua¹	kua	kua	kuā	kua	kwā
kuá	ㄎㄨㄚˊ	kʰwa˧˥	k'ua²	kwa	kuar	kuá	kuá	kwá
kuǎ	ㄎㄨㄚˇ	kʰwa˨˩˦	k'ua³	koa	kuaa	kuǎ	kuǎ	kwǎ
kuà	ㄎㄨㄚˋ	kʰwa˥˩	k'ua⁴	kuah	kuah	kuà	kuà	kwà
kua	˙ㄎㄨㄚ	kʰwa	k'ua⁵	.kua	'kua	kua	kuå	kwa
kuāi	ㄎㄨㄞ	kʰwaɪ˥	k'uai¹	kuai	kuai	kuāi	kuai	kwāi
kuái	ㄎㄨㄞˊ	kʰwaɪ˧˥	k'uai²	kwai	kuair	kuái	kuái	kwái
kuǎi	ㄎㄨㄞˇ	kʰwaɪ˨˩˦	k'uai³	koai	kuaii	kuǎi	kuǎi	kwǎi
kuài	ㄎㄨㄞˋ	kʰwaɪ˥˩	k'uai⁴	kuay	kuaih	kuài	kuài	kwài
kuai	˙ㄎㄨㄞ	kʰwaɪ	k'uai⁵	.kuai	'kuai	kuai	kuåi	kwai
kuān	ㄎㄨㄢ	kʰwan˥	k'uan¹	kuan	kuan	kuān	kuan	kwān
kuán	ㄎㄨㄢˊ	kʰwan˧˥	k'uan²	kwan	kuarn	kuán	kuán	kwán
kuǎn	ㄎㄨㄢˇ	kʰwan˨˩˦	k'uan³	koan	kuaan	kuǎn	kuǎn	kwǎn
kuàn	ㄎㄨㄢˋ	kʰwan˥˩	k'uan⁴	kuann	kuahn	kuàn	kuàn	kwàn
kuan	˙ㄎㄨㄢ	kʰwan	k'uan⁵	.kuan	'kuan	kuan	kuån	kwan
kuāng	ㄎㄨㄤ	kʰwɑŋ˥	k'uang¹	kuang	kuang	kuāng	kuang	kwāng
kuáng	ㄎㄨㄤˊ	kʰwɑŋ˧˥	k'uang²	kwang	kuarng	kuáng	kuáng	kwáng
kuǎng	ㄎㄨㄤˇ	kʰwɑŋ˨˩˦	k'uang³	koang	kuaang	kuǎng	kuǎng	kwǎng
kuàng	ㄎㄨㄤˋ	kʰwɑŋ˥˩	k'uang⁴	kuanq	kuahng	kuàng	kuàng	kwàng
kuang	˙ㄎㄨㄤ	kʰwɑŋ	k'uang⁵	.kuang	'kuang	kuang	kuång	kwang
kuī	ㄎㄨㄟ	kʰweɪ˥	k'uei¹	kuei	kui	kuēi	kuei	kwēi
kuí	ㄎㄨㄟˊ	kʰweɪ˧˥	k'uei²	kwei	kuir	kuéi	kuéi	kwéi
kuǐ	ㄎㄨㄟˇ	kʰweɪ˨˩˦	k'uei³	koei	kuii	kuěi	kuěi	kwěi
kuì	ㄎㄨㄟˋ	kʰweɪ˥˩	k'uei⁴	kuey	kuih	kuèi	kuèi	kwèi
kui	˙ㄎㄨㄟ	kʰweɪ	k'uei⁵	.kuei	'kui	kuei	kue̊i	kwei
kūn	ㄎㄨㄣ	kʰwən˥	k'un¹	kuen	kun	kuēn	kun	kwēn
kún	ㄎㄨㄣˊ	kʰwən˧˥	k'un²	kwen	kurn	kuén	kún	kwén
kǔn	ㄎㄨㄣˇ	kʰwən˨˩˦	k'un³	koen	kuun	kuěn	kǔn	kwěn
kùn	ㄎㄨㄣˋ	kʰwən˥˩	k'un⁴	kuenn	kuhn	kuèn	kùn	kwèn
kun	˙ㄎㄨㄣ	kʰwən	k'un⁵	.kuen	'kun	kuen	kůn	kwen
kuō	ㄎㄨㄛ	kʰwo˥	k'uo¹	kuo	kuo	kuō	kuo	kwō
kuó	ㄎㄨㄛˊ	kʰwo˧˥	k'uo²	kwo	kuor	kuó	kuó	kwó
kuǒ	ㄎㄨㄛˇ	kʰwo˨˩˦	k'uo³	kuoo	kuoo	kuǒ	kuǒ	kwǒ
kuò	ㄎㄨㄛˋ	kʰwo˥˩	k'uo⁴	kuoh	kuoh	kuò	kuò	kwò
kuo	˙ㄎㄨㄛ	kʰwo	k'uo⁵	.kuo	'kuo	kuo	kuo̊	kwo
lā	ㄌㄚ	la˥	la¹	lha	la	lā	la	lā
lá	ㄌㄚˊ	la˧˥	la²	la	lar	lá	lá	lá
lǎ	ㄌㄚˇ	la˨˩˦	la³	laa	laa	lǎ	lǎ	lǎ
